index,Customer ID,Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_Segment,Segment
1064,13863.0,101,3,933.77,2,3,3,23,Need Attention
1065,13864.0,22,1,662.4000000000001,4,1,3,41,Promising Customers
1066,13869.0,17,6,5006.62,4,4,5,44,Loyal Customers
1067,13870.0,23,7,2941.14,4,5,5,45,Loyal Customers
1068,13871.0,64,4,1482.6,3,4,4,34,Loyal Customers
1069,13872.0,163,3,919.57,2,3,3,23,Need Attention
1070,13873.0,19,5,649.32,4,4,3,44,Loyal Customers
1071,13874.0,140,6,1508.7,2,4,4,24,At Risk
1072,13875.0,23,9,3027.58,4,5,5,45,Loyal Customers
1073,13877.0,106,2,332.44,2,2,2,22,Need Attention
1074,13878.0,183,3,1191.53,1,3,4,13,At Risk
1075,13879.0,281,1,395.5,1,1,2,11,Inactive
1076,13880.0,3,5,1171.89,5,4,4,54,Most Valuable Customers
1077,13881.0,11,23,28019.58,5,5,5,55,Most Valuable Customers
1078,13883.0,39,10,3885.54,3,5,5,35,Loyal Customers
1079,13884.0,12,5,1100.88,5,4,4,54,Most Valuable Customers
1080,13888.0,40,5,1563.42,3,4,4,34,Loyal Customers
1081,13889.0,18,5,1574.3300000000002,4,4,4,44,Loyal Customers
1082,13890.0,10,4,1043.57,5,4,4,54,Most Valuable Customers
1083,13891.0,14,3,863.5600000000001,5,3,3,53,Potential Loyal Customers
1084,13892.0,113,2,634.68,2,2,3,22,Need Attention
1085,13895.0,151,2,1415.45,2,2,4,22,Need Attention
1086,13896.0,261,1,388.55,1,1,2,11,Inactive
1087,13897.0,74,2,849.56,2,2,3,22,Need Attention
1088,13898.0,47,1,530.47,3,1,3,31,Need Attention
1089,13900.0,25,3,869.64,4,3,3,43,Potential Loyal Customers
1090,13901.0,10,10,2809.14,5,5,5,55,Most Valuable Customers
1091,13902.0,268,5,34095.26,1,4,5,14,At Risk
1092,13903.0,36,1,165.45000000000002,4,1,1,41,Promising Customers
1093,13905.0,368,1,312.65,1,1,2,11,Inactive
1094,13906.0,45,1,42.0,3,1,1,31,Need Attention
1095,13907.0,327,1,136.8,1,1,1,11,Inactive
1096,13909.0,59,2,286.6,3,2,2,32,Need Attention
1097,13911.0,15,11,1654.08,5,5,4,55,Most Valuable Customers
1098,13912.0,59,1,124.95,3,1,1,31,Need Attention
1099,13913.0,142,1,42.22,2,1,1,21,Need Attention
1100,13915.0,30,1,70.80000000000001,4,1,1,41,Promising Customers
1101,13916.0,99,4,1275.81,2,4,4,24,At Risk
1102,13919.0,60,2,975.87,3,2,3,32,Need Attention
1103,13920.0,67,4,1774.68,3,4,4,34,Loyal Customers
1104,13921.0,38,4,730.7,3,4,3,34,Loyal Customers
1105,13922.0,73,2,692.95,2,2,3,22,Need Attention
1106,13927.0,73,1,359.27,2,1,2,21,Need Attention
1107,13929.0,52,9,2651.45,3,5,5,35,Loyal Customers
1108,13931.0,28,9,4019.85,4,5,5,45,Loyal Customers
1109,13935.0,232,3,6116.92,1,3,5,13,At Risk
1110,13936.0,18,2,563.08,4,2,3,42,Potential Loyal Customers
1111,13937.0,38,1,721.28,3,1,3,31,Need Attention
1112,13939.0,67,4,992.41,3,4,4,34,Loyal Customers
1113,13941.0,8,11,6009.34,5,5,5,55,Most Valuable Customers
1114,13942.0,170,1,320.0,2,1,2,21,Need Attention
1115,13943.0,213,1,246.54,1,1,1,11,Inactive
1116,13944.0,289,1,200.43,1,1,1,11,Inactive
1117,13945.0,30,2,854.15,4,2,3,42,Potential Loyal Customers
1118,13946.0,12,3,1314.66,5,3,4,53,Potential Loyal Customers
1119,13948.0,47,3,446.76,3,3,2,33,Need Attention
1120,13952.0,16,12,9572.45,4,5,5,45,Loyal Customers
1121,13953.0,45,5,3125.0,3,4,5,34,Loyal Customers
1122,13955.0,11,1,222.21,5,1,1,51,New Customers
1123,13957.0,53,3,458.25,3,3,2,33,Need Attention
1124,13958.0,15,8,4709.2300000000005,5,5,5,55,Most Valuable Customers
1125,13959.0,35,3,477.98,4,3,2,43,Potential Loyal Customers
1126,13961.0,28,1,538.4,4,1,3,41,Promising Customers
1127,13962.0,71,1,193.25,3,1,1,31,Need Attention
1128,13963.0,3,14,2347.33,5,5,5,55,Most Valuable Customers
1129,13964.0,23,2,438.9,4,2,2,42,Potential Loyal Customers
1130,13965.0,112,3,996.61,2,3,4,23,Need Attention
1131,13966.0,71,1,390.86,3,1,2,31,Need Attention
1132,13967.0,32,1,85.6,4,1,1,41,Promising Customers
1133,13968.0,59,1,123.66,3,1,1,31,Need Attention
1134,13969.0,1,18,4311.93,5,5,5,55,Most Valuable Customers
1135,13970.0,22,2,846.55,4,2,3,42,Potential Loyal Customers
1136,13971.0,59,6,1909.31,3,4,4,34,Loyal Customers
1137,13974.0,218,1,264.13,1,1,2,11,Inactive
1138,13975.0,29,6,2832.56,4,4,5,44,Loyal Customers
1139,13976.0,142,3,834.38,2,3,3,23,Need Attention
1140,13977.0,47,1,519.8100000000001,3,1,3,31,Need Attention
1141,13979.0,29,6,2546.36,4,4,5,44,Loyal Customers
1142,13980.0,75,4,599.78,2,4,3,24,At Risk
1143,13981.0,51,1,331.14,3,1,2,31,Need Attention
1144,13982.0,1,6,2573.7799999999997,5,4,5,54,Most Valuable Customers
1145,13983.0,2,10,4505.02,5,5,5,55,Most Valuable Customers
1146,13984.0,2,8,1128.09,5,5,4,55,Most Valuable Customers
1147,13985.0,10,7,2960.73,5,5,5,55,Most Valuable Customers
1148,13987.0,15,2,682.54,5,2,3,52,Potential Loyal Customers
1149,13988.0,19,2,609.84,4,2,3,42,Potential Loyal Customers
1150,13989.0,100,3,759.98,2,3,3,23,Need Attention
1151,13992.0,16,2,142.7,4,2,1,42,Potential Loyal Customers
1152,13993.0,15,10,3309.35,5,5,5,55,Most Valuable Customers
1153,13995.0,15,9,2508.32,5,5,5,55,Most Valuable Customers
1154,13996.0,22,2,895.76,4,2,3,42,Potential Loyal Customers
1155,13997.0,155,3,382.31,2,3,2,23,Need Attention
1156,13998.0,82,3,566.7,2,3,3,23,Need Attention
1157,13999.0,10,17,5600.45,5,5,5,55,Most Valuable Customers
1158,14000.0,50,4,1410.68,3,4,4,34,Loyal Customers
1159,14001.0,9,7,2487.01,5,5,5,55,Most Valuable Customers
1160,14003.0,368,1,209.41,1,1,1,11,Inactive
1161,14004.0,29,4,1675.81,4,4,4,44,Loyal Customers
1162,14006.0,164,4,1234.48,2,4,4,24,At Risk
1163,14007.0,148,1,79.48,2,1,1,21,Need Attention
1164,14008.0,68,1,509.04,3,1,3,31,Need Attention
1165,14009.0,98,1,404.3,2,1,2,21,Need Attention
1166,14010.0,201,2,445.15,1,2,2,12,Inactive
1167,14011.0,116,2,457.82,2,2,2,22,Need Attention
1168,14013.0,16,2,611.5500000000001,4,2,3,42,Potential Loyal Customers
1169,14014.0,12,2,1443.03,5,2,4,52,Potential Loyal Customers
1170,14016.0,32,7,7062.2,4,5,5,45,Loyal Customers
1171,14017.0,207,1,229.75,1,1,1,11,Inactive
1172,14018.0,281,1,367.15000000000003,1,1,2,11,Inactive
1173,14020.0,112,2,606.21,2,2,3,22,Need Attention
1174,14021.0,10,4,1084.68,5,4,4,54,Most Valuable Customers
1175,14022.0,122,1,352.15000000000003,2,1,2,21,Need Attention
1176,14024.0,26,1,318.04,4,1,2,41,Promising Customers
1177,14025.0,100,8,4057.9,2,5,5,25,At Risk
1178,14026.0,106,2,713.11,2,2,3,22,Need Attention
1179,14028.0,186,3,10396.5,1,3,5,13,At Risk
1180,14030.0,2,14,5902.2,5,5,5,55,Most Valuable Customers
1181,14031.0,1,27,23712.31,5,5,5,55,Most Valuable Customers
1182,14032.0,2,6,1874.68,5,4,4,54,Most Valuable Customers
1183,14033.0,191,1,109.44,1,1,1,11,Inactive
1184,14035.0,42,4,1428.7,3,4,4,34,Loyal Customers
1185,14037.0,114,4,689.75,2,4,3,24,At Risk
1186,14038.0,33,2,1509.5,4,2,4,42,Potential Loyal Customers
1187,14039.0,211,1,115.08000000000001,1,1,1,11,Inactive
1188,14040.0,22,23,9030.65,4,5,5,45,Loyal Customers
1189,14042.0,361,1,431.98,1,1,2,11,Inactive
1190,14043.0,127,2,304.25,2,2,2,22,Need Attention
1191,14044.0,54,6,2470.28,3,4,5,34,Loyal Customers
1192,14045.0,9,13,9653.279999999999,5,5,5,55,Most Valuable Customers
1193,14047.0,8,10,2946.42,5,5,5,55,Most Valuable Customers
1194,14048.0,18,2,338.76,4,2,2,42,Potential Loyal Customers
1195,14049.0,23,9,7557.3099999999995,4,5,5,45,Loyal Customers
1196,14051.0,2,15,6823.610000000001,5,5,5,55,Most Valuable Customers
1197,14052.0,26,1,255.45,4,1,2,41,Promising Customers
1198,14053.0,33,2,312.05,4,2,2,42,Potential Loyal Customers
1199,14055.0,213,2,795.3199999999999,1,2,3,12,Inactive
1200,14057.0,17,5,2190.88,4,4,5,44,Loyal Customers
1201,14058.0,98,2,469.19,2,2,2,22,Need Attention
1202,14060.0,2,13,3378.66,5,5,5,55,Most Valuable Customers
1203,14061.0,143,3,917.4300000000001,2,3,3,23,Need Attention
1204,14062.0,10,12,15139.35,5,5,5,55,Most Valuable Customers
1205,14063.0,74,9,22710.2,2,5,5,25,At Risk
1206,14064.0,66,10,1978.68,3,5,4,35,Loyal Customers
1207,14065.0,25,3,891.02,4,3,3,43,Potential Loyal Customers
1208,14068.0,239,3,1262.52,1,3,4,13,At Risk
1209,14069.0,150,2,230.06,2,2,1,22,Need Attention
1210,14070.0,320,1,326.55,1,1,2,11,Inactive
1211,14072.0,302,1,390.85,1,1,2,11,Inactive
1212,14074.0,259,1,219.39999999999998,1,1,1,11,Inactive
1213,14075.0,39,3,792.61,3,3,3,33,Need Attention
1214,14077.0,31,1,115.66,4,1,1,41,Promising Customers
1215,14078.0,9,4,643.26,5,4,3,54,Most Valuable Customers
1216,14079.0,318,1,243.63,1,1,1,11,Inactive
1217,14080.0,49,4,1070.08,3,4,4,34,Loyal Customers
1218,14081.0,5,9,4435.58,5,5,5,55,Most Valuable Customers
1219,14082.0,28,1,231.10999999999999,4,1,1,41,Promising Customers
1220,14083.0,7,3,388.83,5,3,2,53,Potential Loyal Customers
1221,14084.0,148,1,150.5,2,1,1,21,Need Attention
1222,14085.0,4,16,5656.43,5,5,5,55,Most Valuable Customers
1223,14086.0,98,1,39.95,2,1,1,21,Need Attention
1224,14087.0,40,2,651.8,3,2,3,32,Need Attention
1225,14088.0,42,3,13544.99,3,3,5,33,Need Attention
1226,14091.0,290,2,9530.08,1,2,5,12,Inactive
1227,14092.0,10,10,3152.54,5,5,5,55,Most Valuable Customers
1228,14094.0,75,1,335.22,2,1,2,21,Need Attention
1229,14095.0,358,1,2.95,1,1,1,11,Inactive
1230,14097.0,117,2,422.85999999999996,2,2,2,22,Need Attention
1231,14099.0,11,9,2661.54,5,5,5,55,Most Valuable Customers
1232,14101.0,24,7,3985.14,4,5,5,45,Loyal Customers
1233,14103.0,301,1,0.0,1,1,1,11,Inactive
1234,14104.0,25,3,555.37,4,3,3,43,Potential Loyal Customers
1235,14105.0,44,4,4722.6,3,4,5,34,Loyal Customers
1236,14106.0,373,1,214.79999999999998,1,1,1,11,Inactive
1237,14107.0,84,4,2174.07,2,4,5,24,At Risk
1238,14108.0,367,2,447.05,1,2,2,12,Inactive
1239,14110.0,71,21,7304.8,3,5,5,35,Loyal Customers
1240,14112.0,87,6,2919.44,2,4,5,24,At Risk
1241,14113.0,11,12,5252.1900000000005,5,5,5,55,Most Valuable Customers
1242,14114.0,31,5,977.5600000000001,4,4,3,44,Loyal Customers
1243,14115.0,137,2,622.6700000000001,2,2,3,22,Need Attention
1244,14118.0,64,1,458.45,3,1,2,31,Need Attention
1245,14119.0,11,2,183.37,5,2,1,52,Potential Loyal Customers
1246,14122.0,42,3,362.42,3,3,2,33,Need Attention
1247,14123.0,369,1,436.18,1,1,2,11,Inactive
1248,14126.0,80,1,466.33000000000004,2,1,2,21,Need Attention
1249,14127.0,16,3,1190.3700000000001,4,3,4,43,Potential Loyal Customers
1250,14128.0,187,1,286.71,1,1,2,11,Inactive
1251,14129.0,35,4,1467.48,4,4,4,44,Loyal Customers
1252,14130.0,11,3,1398.81,5,3,4,53,Potential Loyal Customers
1253,14131.0,284,1,187.87,1,1,1,11,Inactive
1254,14133.0,369,1,305.5,1,1,2,11,Inactive
1255,14134.0,18,15,11123.35,4,5,5,45,Loyal Customers
1256,14135.0,3,11,4953.61,5,5,5,55,Most Valuable Customers
1257,14136.0,36,5,1570.81,4,4,4,44,Loyal Customers
1258,14137.0,331,1,332.7,1,1,2,11,Inactive
1259,14139.0,126,3,670.98,2,3,3,23,Need Attention
1260,14142.0,9,2,671.34,5,2,3,52,Potential Loyal Customers
1261,14144.0,122,1,30.599999999999998,2,1,1,21,Need Attention
1262,14145.0,95,3,3857.85,2,3,5,23,Need Attention
1263,14146.0,19,7,5259.3,4,5,5,45,Loyal Customers
1264,14147.0,24,7,2106.8,4,5,4,45,Loyal Customers
1265,14148.0,50,1,309.09000000000003,3,1,2,31,Need Attention
1266,14151.0,309,2,679.45,1,2,3,12,Inactive
1267,14152.0,23,5,1376.05,4,4,4,44,Loyal Customers
1268,14153.0,119,1,233.4,2,1,1,21,Need Attention
1269,14154.0,17,6,5115.08,4,4,5,44,Loyal Customers
1270,14156.0,7,102,196566.74,5,5,5,55,Most Valuable Customers
1271,14157.0,25,3,569.9,4,3,3,43,Potential Loyal Customers
1272,14159.0,15,9,3245.0,5,5,5,55,Most Valuable Customers
1273,14160.0,246,7,8421.47,1,5,5,15,At Risk
1274,14161.0,5,5,2208.36,5,4,5,54,Most Valuable Customers
1275,14163.0,98,1,148.71,2,1,1,21,Need Attention
1276,14166.0,141,2,256.85,2,2,2,22,Need Attention
1277,14167.0,100,4,721.65,2,4,3,24,At Risk
1278,14168.0,56,2,370.45,3,2,2,32,Need Attention
1279,14169.0,66,2,624.4300000000001,3,2,3,32,Need Attention
1280,14170.0,11,3,597.33,5,3,3,53,Potential Loyal Customers
1281,14171.0,366,1,135.0,1,1,1,11,Inactive
1282,14172.0,241,3,402.72,1,3,2,13,At Risk
1283,14173.0,277,2,135.16,1,2,1,12,Inactive
1284,14175.0,54,5,4456.58,3,4,5,34,Loyal Customers
1285,14176.0,3,2,339.11,5,2,2,52,Potential Loyal Customers
1286,14177.0,17,9,1669.93,4,5,4,45,Loyal Customers
1287,14180.0,8,9,1570.73,5,5,4,55,Most Valuable Customers
1288,14181.0,46,2,310.55,3,2,2,32,Need Attention
1289,14182.0,79,4,678.77,2,4,3,24,At Risk
1290,14183.0,47,2,286.29,3,2,2,32,Need Attention
1291,14186.0,63,5,1550.63,3,4,4,34,Loyal Customers
1292,14187.0,109,1,123.5,2,1,1,21,Need Attention
1293,14189.0,4,2,1160.31,5,2,4,52,Potential Loyal Customers
1294,14190.0,302,1,79.9,1,1,1,11,Inactive
1295,14191.0,30,2,132.9,4,2,1,42,Potential Loyal Customers
1296,14192.0,24,1,293.74,4,1,2,41,Promising Customers
1297,14193.0,32,1,356.8,4,1,2,41,Promising Customers
1298,14194.0,28,15,7321.07,4,5,5,45,Loyal Customers
1299,14195.0,75,4,1603.6,2,4,4,24,At Risk
1300,14197.0,46,1,390.05,3,1,2,31,Need Attention
1301,14198.0,36,5,868.33,4,4,3,44,Loyal Customers
1302,14199.0,59,3,906.3,3,3,3,33,Need Attention
1303,14200.0,253,1,379.2,1,1,2,11,Inactive
1304,14201.0,45,3,446.1,3,3,2,33,Need Attention
1305,14202.0,17,3,847.76,4,3,3,43,Potential Loyal Customers
1306,14203.0,33,1,339.34,4,1,2,41,Promising Customers
1307,14204.0,58,3,901.9300000000001,3,3,3,33,Need Attention
1308,14205.0,30,7,1947.5,4,5,4,45,Loyal Customers
1309,14206.0,24,2,856.85,4,2,3,42,Potential Loyal Customers
1310,14207.0,323,1,157.8,1,1,1,11,Inactive
1311,14208.0,187,1,415.31,1,1,2,11,Inactive
1312,14209.0,21,9,2919.84,4,5,5,45,Loyal Customers
1313,14210.0,7,11,3955.6800000000003,5,5,5,55,Most Valuable Customers
1314,14211.0,47,9,2161.19,3,5,5,35,Loyal Customers
1315,14212.0,81,1,1119.6599999999999,2,1,4,21,Need Attention
1316,14213.0,40,1,1192.2,3,1,4,31,Need Attention
1317,14215.0,4,4,1626.61,5,4,4,54,Most Valuable Customers
1318,14216.0,50,1,310.74,3,1,2,31,Need Attention
1319,14217.0,2,7,1411.91,5,5,4,55,Most Valuable Customers
1320,14219.0,45,2,543.89,3,2,3,32,Need Attention
1321,14220.0,203,2,882.5999999999999,1,2,3,12,Inactive
1322,14221.0,85,8,3084.69,2,5,5,25,At Risk
1323,14224.0,26,5,847.78,4,4,3,44,Loyal Customers
1324,14225.0,70,4,2037.02,3,4,4,34,Loyal Customers
1325,14226.0,77,1,770.34,2,1,3,21,Need Attention
1326,14227.0,50,5,3017.75,3,4,5,34,Loyal Customers
1327,14228.0,73,3,745.5,2,3,3,23,Need Attention
1328,14229.0,39,4,1046.84,3,4,4,34,Loyal Customers
1329,14230.0,71,3,979.8000000000001,3,3,3,33,Need Attention
1330,14231.0,86,1,309.91,2,1,2,21,Need Attention
1331,14233.0,101,3,1441.55,2,3,4,23,Need Attention
1332,14235.0,134,4,1573.1299999999999,2,4,4,24,At Risk
1333,14236.0,8,4,1253.78,5,4,4,54,Most Valuable Customers
1334,14237.0,9,2,471.14,5,2,2,52,Potential Loyal Customers
1335,14238.0,298,2,287.38,1,2,2,12,Inactive
1336,14239.0,67,10,1882.3200000000002,3,5,4,35,Loyal Customers
1337,14240.0,59,1,357.15,3,1,2,31,Need Attention
1338,14241.0,332,1,120.0,1,1,1,11,Inactive
1339,14243.0,1,8,4842.28,5,5,5,55,Most Valuable Customers
1340,14244.0,296,1,366.41999999999996,1,1,2,11,Inactive
1341,14247.0,40,4,635.89,3,4,3,34,Loyal Customers
1342,14248.0,95,2,730.37,2,2,3,22,Need Attention
1343,14249.0,46,12,5625.461,3,5,5,35,Loyal Customers
1344,14252.0,17,1,350.99,4,1,2,41,Promising Customers
1345,14253.0,129,2,363.40000000000003,2,2,2,22,Need Attention
1346,14254.0,68,1,601.03,3,1,3,31,Need Attention
1347,14255.0,182,1,1000.63,1,1,4,11,Inactive
1348,14256.0,127,3,1504.93,2,3,4,23,Need Attention
1349,14257.0,16,4,2854.73,4,4,5,44,Loyal Customers
1350,14258.0,31,16,19381.36,4,5,5,45,Loyal Customers
1351,14260.0,107,3,824.28,2,3,3,23,Need Attention
1352,14263.0,59,1,322.93,3,1,2,31,Need Attention
1353,14264.0,15,4,1183.39,5,4,4,54,Most Valuable Customers
1354,14265.0,100,2,843.17,2,2,3,22,Need Attention
1355,14266.0,64,1,40.56,3,1,1,31,Need Attention
1356,14268.0,106,1,354.85,2,1,2,21,Need Attention
1357,14269.0,75,1,295.73,2,1,2,21,Need Attention
1358,14271.0,45,1,106.81,3,1,1,31,Need Attention
1359,14272.0,198,2,482.85,1,2,2,12,Inactive
1360,14274.0,322,1,256.6,1,1,2,11,Inactive
1361,14275.0,31,6,1189.3799999999999,4,4,4,44,Loyal Customers
1362,14276.0,43,4,982.94,3,4,3,34,Loyal Customers
1363,14277.0,47,6,13009.61,3,4,5,34,Loyal Customers
1364,14278.0,45,1,205.83,3,1,1,31,Need Attention
1365,14279.0,156,2,191.86,2,2,1,22,Need Attention
1366,14281.0,44,1,245.15,3,1,1,31,Need Attention
1367,14282.0,3,11,4120.32,5,5,5,55,Most Valuable Customers
1368,14283.0,99,4,628.4399999999999,2,4,3,24,At Risk
1369,14284.0,289,1,704.4,1,1,3,11,Inactive
1370,14285.0,149,4,1374.41,2,4,4,24,At Risk
1371,14286.0,40,4,3851.0099999999998,3,4,5,34,Loyal Customers
1372,14290.0,49,3,2201.91,3,3,5,33,Need Attention
1373,14291.0,16,12,4020.85,4,5,5,45,Loyal Customers
1374,14292.0,46,7,4354.32,3,5,5,35,Loyal Customers
1375,14293.0,4,6,2221.37,5,4,5,54,Most Valuable Customers
1376,14294.0,43,1,375.34,3,1,2,31,Need Attention
1377,14295.0,74,4,2196.71,2,4,5,24,At Risk
1378,14296.0,57,2,456.40000000000003,3,2,2,32,Need Attention
1379,14298.0,11,38,39667.19,5,5,5,55,Most Valuable Customers
1380,14299.0,1,19,10533.87,5,5,5,55,Most Valuable Customers
1381,14301.0,52,3,1352.04,3,3,4,33,Need Attention
1382,14302.0,66,3,742.9000000000001,3,3,3,33,Need Attention
1383,14303.0,43,2,277.94,3,2,2,32,Need Attention
1384,14304.0,15,2,1341.56,5,2,4,52,Potential Loyal Customers
1385,14306.0,14,4,1058.0800000000002,5,4,4,54,Most Valuable Customers
1386,14307.0,9,5,2075.31,5,4,4,54,Most Valuable Customers
1387,14308.0,185,2,1147.02,1,2,4,12,Inactive
1388,14309.0,49,2,1428.28,3,2,4,32,Need Attention
1389,14310.0,68,1,492.1,3,1,2,31,Need Attention
1390,14311.0,203,1,206.19,1,1,1,11,Inactive
1391,14312.0,14,5,1478.7,5,4,4,54,Most Valuable Customers
1392,14314.0,66,1,109.80000000000001,3,1,1,31,Need Attention
1393,14315.0,200,2,716.69,1,2,3,12,Inactive
1394,14316.0,58,5,1370.34,3,4,4,34,Loyal Customers
1395,14318.0,96,1,158.02,2,1,1,21,Need Attention
1396,14319.0,60,1,494.85,3,1,2,31,Need Attention
1397,14320.0,182,3,868.96,1,3,3,13,At Risk
1398,14321.0,67,2,687.3100000000001,3,2,3,32,Need Attention
1399,14322.0,65,4,474.1,3,4,2,34,Loyal Customers
1400,14324.0,45,2,701.61,3,2,3,32,Need Attention
1401,14325.0,205,1,245.48000000000002,1,1,1,11,Inactive
1402,14326.0,99,2,757.13,2,2,3,22,Need Attention
1403,14327.0,18,5,1583.28,4,4,4,44,Loyal Customers
1404,14328.0,74,1,445.05,2,1,2,21,Need Attention
1405,14329.0,11,8,4912.38,5,5,5,55,Most Valuable Customers
1406,14330.0,259,1,200.63,1,1,1,11,Inactive
1407,14332.0,17,2,1077.2,4,2,4,42,Potential Loyal Customers
1408,14334.0,61,4,1766.27,3,4,4,34,Loyal Customers
1409,14338.0,172,1,339.88,2,1,2,21,Need Attention
1410,14339.0,64,1,310.75,3,1,2,31,Need Attention
1411,14341.0,56,10,2285.04,3,5,5,35,Loyal Customers
1412,14342.0,68,2,249.88,3,2,1,32,Need Attention
1413,14343.0,57,4,1088.91,3,4,4,34,Loyal Customers
1414,14344.0,3,14,2443.77,5,5,5,55,Most Valuable Customers
1415,14346.0,61,3,1294.17,3,3,4,33,Need Attention
1416,14347.0,372,1,82.6,1,1,1,11,Inactive
1417,14350.0,16,2,689.1,4,2,3,42,Potential Loyal Customers
1418,14353.0,46,2,285.9,3,2,2,32,Need Attention
1419,14355.0,1,3,840.0500000000001,5,3,3,53,Potential Loyal Customers
1420,14358.0,25,2,400.06,4,2,2,42,Potential Loyal Customers
1421,14361.0,214,1,214.70999999999998,1,1,1,11,Inactive
1422,14363.0,38,2,227.47000000000003,3,2,1,32,Need Attention
1423,14365.0,30,2,634.68,4,2,3,42,Potential Loyal Customers
1424,14366.0,161,1,136.0,2,1,1,21,Need Attention
1425,14369.0,278,2,469.13,1,2,2,12,Inactive
1426,14370.0,86,6,1175.78,2,4,4,24,At Risk
1427,14372.0,79,2,860.08,2,2,3,22,Need Attention
1428,14374.0,177,1,108.0,1,1,1,11,Inactive
1429,14375.0,86,2,875.31,2,2,3,22,Need Attention
1430,14376.0,319,1,215.46,1,1,1,11,Inactive
1431,14378.0,257,1,131.25,1,1,1,11,Inactive
1432,14379.0,29,2,920.81,4,2,3,42,Potential Loyal Customers
1433,14380.0,318,1,48.96,1,1,1,11,Inactive
1434,14381.0,87,1,428.65999999999997,2,1,2,21,Need Attention
1435,14382.0,26,1,620.73,4,1,3,41,Promising Customers
1436,14384.0,136,1,58.5,2,1,1,21,Need Attention
1437,14388.0,8,9,3488.16,5,5,5,55,Most Valuable Customers
1438,14389.0,60,3,854.55,3,3,3,33,Need Attention
1439,14390.0,8,5,1747.01,5,4,4,54,Most Valuable Customers
1440,14391.0,212,1,135.6,1,1,1,11,Inactive
1441,14392.0,68,1,266.4,3,1,2,31,Need Attention
1442,14394.0,200,1,93.8,1,1,1,11,Inactive
1443,14395.0,8,12,4700.3,5,5,5,55,Most Valuable Customers
1444,14396.0,7,6,1633.94,5,4,4,54,Most Valuable Customers
1445,14398.0,37,2,707.79,3,2,3,32,Need Attention
1446,14399.0,30,8,2113.16,4,5,4,45,Loyal Customers
1447,14400.0,44,2,1157.77,3,2,4,32,Need Attention
1448,14401.0,60,9,2744.42,3,5,5,35,Loyal Customers
1449,14402.0,288,1,285.6,1,1,2,11,Inactive
1450,14403.0,225,2,404.7,1,2,2,12,Inactive
1451,14404.0,5,8,1424.79,5,5,4,55,Most Valuable Customers
1452,14405.0,22,1,195.0,4,1,1,41,Promising Customers
1453,14408.0,107,4,1503.2400000000002,2,4,4,24,At Risk
1454,14409.0,4,5,1696.64,5,4,4,54,Most Valuable Customers
1455,14410.0,12,2,1546.07,5,2,4,52,Potential Loyal Customers
1456,14412.0,60,1,656.16,3,1,3,31,Need Attention
1457,14413.0,46,3,647.67,3,3,3,33,Need Attention
1458,14414.0,10,1,902.35,5,1,3,51,New Customers
1459,14415.0,15,10,6191.32,5,5,5,55,Most Valuable Customers
1460,14417.0,23,1,604.2,4,1,3,41,Promising Customers
1461,14419.0,18,1,202.85,4,1,1,41,Promising Customers
1462,14420.0,32,3,1251.65,4,3,4,43,Potential Loyal Customers
1463,14421.0,148,4,1656.26,2,4,4,24,At Risk
1464,14422.0,10,13,6007.88,5,5,5,55,Most Valuable Customers
1465,14423.0,73,2,651.41,2,2,3,22,Need Attention
1466,14425.0,70,3,661.39,3,3,3,33,Need Attention
1467,14426.0,39,7,7246.27,3,5,5,35,Loyal Customers
1468,14427.0,130,2,900.1800000000001,2,2,3,22,Need Attention
1469,14429.0,39,1,516.28,3,1,3,31,Need Attention
1470,14430.0,147,3,1220.9,2,3,4,23,Need Attention
1471,14431.0,15,3,2143.84,5,3,4,53,Potential Loyal Customers
1472,14433.0,101,1,289.6,2,1,2,21,Need Attention
1473,14435.0,137,1,90.42,2,1,1,21,Need Attention
1474,14436.0,189,1,182.64000000000001,1,1,1,11,Inactive
1475,14437.0,1,5,895.84,5,4,3,54,Most Valuable Customers
1476,14439.0,79,4,6781.8,2,4,5,24,At Risk
1477,14440.0,1,9,4281.05,5,5,5,55,Most Valuable Customers
1478,14441.0,10,7,2898.8,5,5,5,55,Most Valuable Customers
1479,14442.0,50,5,3777.2,3,4,5,34,Loyal Customers
1480,14443.0,4,2,966.27,5,2,3,52,Potential Loyal Customers
1481,14444.0,92,1,132.04,2,1,1,21,Need Attention
1482,14445.0,91,1,221.65,2,1,1,21,Need Attention
1483,14446.0,22,1,201.73,4,1,1,41,Promising Customers
1484,14447.0,36,1,548.5,4,1,3,41,Promising Customers
1485,14449.0,8,5,1575.7,5,4,4,54,Most Valuable Customers
1486,14450.0,15,4,645.19,5,4,3,54,Most Valuable Customers
1487,14451.0,25,10,2646.18,4,5,5,45,Loyal Customers
1488,14452.0,31,2,401.15,4,2,2,42,Potential Loyal Customers
1489,14454.0,12,5,977.3,5,4,3,54,Most Valuable Customers
1490,14455.0,68,4,628.21,3,4,3,34,Loyal Customers
1491,14458.0,16,1,237.42,4,1,1,41,Promising Customers
1492,14459.0,287,1,3537.821,1,1,5,11,Inactive
1493,14460.0,32,6,659.16,4,4,3,44,Loyal Customers
1494,14461.0,18,10,4610.44,4,5,5,45,Loyal Customers
1495,14462.0,68,1,265.99,3,1,2,31,Need Attention
1496,14463.0,135,1,256.95,2,1,2,21,Need Attention
